InterventionID,StudentID,StartDate,EndDate,InterventionType,Provider,Frequency,Goals,Status,Effectiveness
8005,7542,2024-12-06,,Behavioral Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
8006,7542,2024-12-08,,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
8007,7545,2024-12-24,2025-02-28,ELL Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
8008,7545,2024-09-15,2024-11-24,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8009,7546,2024-12-07,,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8010,7548,2024-11-18,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8011,7549,2024-11-11,2025-01-10,Behavioral Support,Mr. Garcia,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8012,7550,2024-12-03,2025-03-21,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
8013,7551,2025-01-18,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8014,7552,2025-01-21,2025-02-21,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8015,7552,2024-11-07,,Special Education,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
8016,7553,2024-11-07,,Special Education,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8017,7554,2024-12-31,,Special Education,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8018,7557,2024-12-26,,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Minimal Effect
8019,7557,2024-09-01,,Behavioral Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8020,7559,2024-12-26,,Special Education,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8021,7563,2025-01-07,,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8022,7563,2024-09-22,,Academic Tutoring,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8023,7565,2024-11-21,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8024,7565,2025-01-16,2025-05-14,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8025,7566,2024-11-10,,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8026,7566,2024-12-16,2025-03-12,Special Education,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
8027,7568,2024-12-30,,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8028,7569,2024-10-26,2024-12-29,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8029,7571,2024-09-29,2025-01-13,ELL Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8030,7571,2024-10-19,2025-01-19,ELL Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8031,7574,2024-11-30,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
8032,7574,2024-09-27,,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8033,7575,2024-09-03,2024-10-08,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8034,7577,2024-10-21,2025-01-15,ELL Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8035,7577,2024-11-01,,ELL Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8036,7578,2024-12-08,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8037,7578,2024-09-10,,Behavioral Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8038,7582,2024-11-10,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8039,7582,2024-12-01,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
8040,7584,2024-12-15,,Academic Tutoring,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8041,7584,2024-10-20,2025-01-30,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
8042,7584,2024-11-14,2025-01-16,Special Education,Mr. Smith,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8043,7585,2024-09-24,,Academic Tutoring,Mr. Garcia,Daily,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
8044,7585,2024-10-18,2024-12-08,Counseling,Mr. Smith,Daily,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
8045,7585,2025-01-19,,Academic Tutoring,Mrs. Brown,Daily,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8046,7585,2025-01-17,2025-04-19,Academic Tutoring,Mr. Smith,3x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8047,7586,2024-09-14,,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8048,7587,2024-11-08,,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
8049,7590,2024-10-19,2025-01-13,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
8050,7591,2024-09-01,,Academic Tutoring,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
8051,7591,2024-12-28,,Academic Tutoring,Mr. Garcia,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Minimal Effect
8052,7591,2024-11-01,,Academic Tutoring,Ms. Johnson,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8053,7594,2024-12-05,2025-03-25,Behavioral Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8054,7594,2025-01-13,,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
8055,7595,2025-01-20,,Special Education,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
8056,7595,2024-12-19,,Behavioral Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
8057,7596,2025-01-14,,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8058,7598,2025-01-17,,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8059,7598,2024-10-08,,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8060,7599,2024-12-16,,Special Education,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8061,7600,2025-01-14,2025-03-13,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
8062,7600,2024-10-26,2024-11-28,Behavioral Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8063,7602,2024-12-14,,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
8064,7605,2024-10-18,2025-01-07,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
8065,7606,2024-11-07,,ELL Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8066,7606,2025-01-03,,Behavioral Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
8067,7608,2024-11-27,2025-01-12,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8068,7608,2024-11-13,2025-02-21,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8069,7609,2025-01-28,,Special Education,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8070,7609,2025-01-29,,Special Education,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8071,7611,2024-09-14,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8072,7612,2024-11-29,,ELL Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8073,7615,2024-09-05,,ELL Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8074,7615,2024-11-21,,ELL Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
8075,7616,2024-12-21,,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8076,7617,2024-12-07,,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
8077,7619,2024-10-28,,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
8078,7619,2024-11-04,2025-01-30,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8079,7621,2024-10-21,,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Not Yet Evaluated
8080,7622,2024-10-14,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
8081,7624,2024-12-04,,ELL Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8082,7626,2024-12-13,,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Not Yet Evaluated
8083,7626,2025-01-05,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8084,7627,2025-01-08,2025-03-25,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8085,7629,2024-10-03,,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Minimal Effect
8086,7631,2024-12-12,2025-03-17,Behavioral Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8087,7633,2024-09-11,,Counseling,Mr. Smith,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8088,7635,2024-12-07,,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
8089,7635,2024-11-29,,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8090,7637,2024-10-21,2024-11-26,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8091,7637,2025-01-28,,Academic Tutoring,Mr. Smith,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
8092,7637,2024-09-16,2024-12-23,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
8093,7638,2024-09-29,,Behavioral Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8094,7641,2024-10-12,,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8095,7642,2024-10-15,2024-12-31,Academic Tutoring,Mr. Garcia,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8096,7642,2024-09-28,2025-01-21,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8097,7642,2024-12-13,,Academic Tutoring,Ms. Johnson,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
8098,7643,2024-12-03,2025-01-24,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8099,7644,2024-09-18,2024-10-24,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8100,7645,2024-09-06,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8101,7647,2024-10-08,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8102,7648,2024-12-20,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
8103,7648,2024-12-23,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Minimal Effect
8104,7650,2025-01-09,,Counseling,Mr. Smith,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
8105,7650,2024-11-03,,Academic Tutoring,Dr. Williams,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8106,7650,2025-01-01,2025-03-29,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8107,7653,2025-01-25,2025-04-03,ELL Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8108,7653,2025-01-23,2025-04-26,ELL Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8109,7654,2024-12-09,,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
8110,7654,2025-01-13,,Counseling,Mr. Garcia,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
8111,7655,2024-10-22,,Special Education,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
8112,7656,2024-09-05,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8113,7657,2025-01-10,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Minimal Effect
8114,7658,2024-09-13,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8115,7659,2024-11-05,,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8116,7659,2025-01-15,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8117,7662,2024-11-06,2025-02-09,Special Education,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8118,7662,2024-11-09,,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Not Yet Evaluated
8119,7663,2024-10-26,2024-12-30,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8120,7663,2024-11-22,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8121,7664,2024-12-28,2025-03-24,Counseling,Ms. Johnson,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
8122,7664,2024-10-05,,Academic Tutoring,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8123,7664,2024-11-05,,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8124,7665,2024-09-30,2024-12-27,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8125,7665,2024-09-26,,Counseling,Mr. Garcia,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8126,7665,2025-01-21,,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8127,7667,2024-11-30,,Special Education,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8128,7671,2024-12-30,,Behavioral Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8129,7671,2024-10-27,2024-12-12,Behavioral Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8130,7674,2024-09-04,,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8131,7675,2024-12-11,2025-02-22,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8132,7676,2024-10-14,2024-11-18,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
8133,7677,2025-01-01,2025-02-17,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8134,7677,2025-01-10,,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
8135,7679,2024-10-31,,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
8136,7680,2024-12-01,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8137,7680,2025-01-01,2025-03-05,Behavioral Support,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
8138,7681,2024-11-10,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8139,7681,2024-11-21,2024-12-30,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8140,7682,2024-11-14,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8141,7687,2024-12-14,2025-02-02,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8142,7688,2024-10-07,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
8143,7689,2024-09-25,,Behavioral Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8144,7690,2024-12-06,2025-03-29,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8145,7692,2024-11-27,2025-01-19,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8146,7692,2024-11-29,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8147,7693,2025-01-06,,ELL Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Minimal Effect
8148,7695,2025-01-23,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8149,7697,2025-01-08,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8150,7697,2024-11-23,,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
8151,7702,2024-12-04,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8152,7703,2024-10-10,2025-01-02,Behavioral Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8153,7705,2024-10-23,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8154,7705,2024-10-03,2024-12-19,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8155,7706,2025-01-08,,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8156,7706,2024-12-22,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8157,7707,2025-01-02,2025-04-29,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8158,7709,2024-09-06,2024-11-03,ELL Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
8159,7711,2024-12-13,,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8160,7714,2024-09-26,,Behavioral Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
8161,7714,2024-11-14,,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8162,7716,2024-11-02,2024-12-25,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8163,7716,2024-11-14,2025-02-21,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8164,7717,2024-10-18,2025-01-22,Behavioral Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8165,7718,2024-12-06,,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8166,7718,2024-10-16,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
8167,7719,2025-01-29,,Special Education,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
8168,7719,2024-09-24,2024-11-06,Special Education,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8169,7719,2025-01-07,2025-02-09,Special Education,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8170,7720,2024-09-25,,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8171,7720,2024-11-24,2024-12-30,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8172,7721,2024-12-29,,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
8173,7721,2024-10-10,2024-12-26,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
8174,7721,2024-11-30,2025-01-01,Counseling,Dr. Williams,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8175,7722,2024-12-06,2025-04-04,Counseling,Mr. Smith,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8176,7723,2024-09-07,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8177,7724,2024-11-02,2025-03-01,Counseling,Mr. Garcia,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8178,7724,2024-12-12,,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
8179,7724,2025-01-09,2025-05-09,Academic Tutoring,Ms. Johnson,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8180,7726,2024-10-01,,Behavioral Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8181,7726,2024-12-13,,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8182,7728,2024-11-18,2025-01-15,Special Education,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8183,7728,2024-11-03,,Special Education,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8184,7729,2024-09-24,,ELL Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8185,7729,2024-10-21,2024-11-21,ELL Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8186,7729,2024-10-25,,Academic Tutoring,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
